id,id_cliente,id_vendedor,dte,total_dte,estado,descripcion
220,246,3,10465,406339,Entregado,"3x Hub USB-C 8 en 1, 1x Licencia Software Antivirus 1 Año, 2x Memoria RAM 16GB DDR4"
221,83,5,10467,493053,Entregado,"3x Hub USB-C 8 en 1, 2x Memoria RAM 16GB DDR4"
222,82,6,10470,749963,Entregado,"1x Teclado Mecánico RGB, 2x Licencia Software Antivirus 1 Año, 2x Escáner de Documentos Portátil"
223,177,10,10473,312508,Entregado,"3x Mouse Ergonómico Inalámbrico, 3x Laptop Corporate 14'"
224,218,2,10475,355390,Entregado,"3x Escáner de Documentos Portátil, 1x Disco Duro Externo 2TB"
225,145,4,10478,776789,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Disco Duro Externo 2TB, 1x Monitor LED 24' Full HD, 3x Teclado Mecánico RGB"
226,211,11,10479,985327,Entregado,"3x Laptop Corporate 14', 1x Impresora Láser Multifuncional, 2x Teclado Mecánico RGB, 2x Escáner de Documentos Portátil"
227,185,1,10480,791136,Entregado,2x Memoria RAM 16GB DDR4
228,108,6,10483,717059,Entregado,"2x Silla de Escritorio Ergonómica, 1x Memoria RAM 16GB DDR4, 2x Disco Duro Externo 2TB, 3x Auriculares con Micrófono USB"
229,195,8,10486,170077,Entregado,"1x Silla de Escritorio Ergonómica, 2x Monitor LED 24' Full HD"
230,82,9,10487,740360,Entregado,2x Monitor LED 24' Full HD
231,228,13,10488,295402,Entregado,"3x Hub USB-C 8 en 1, 1x Monitor LED 24' Full HD"
232,153,18,10490,559046,Entregado,3x Memoria RAM 16GB DDR4
233,156,14,10491,913176,Entregado,"2x Laptop Corporate 14', 1x Monitor LED 24' Full HD"
234,105,33,10492,876766,Entregado,"1x Licencia Software Antivirus 1 Año, 1x Impresora Láser Multifuncional, 1x Hub USB-C 8 en 1"
235,147,33,10494,451515,Entregado,"2x Mouse Ergonómico Inalámbrico, 1x Laptop Corporate 14', 2x Disco Duro Externo 2TB, 3x Licencia Software Antivirus 1 Año"
236,154,18,10497,146443,Entregado,"1x Monitor LED 24' Full HD, 1x Laptop Corporate 14'"
237,75,3,10500,970775,Entregado,"2x Monitor LED 24' Full HD, 3x Impresora Láser Multifuncional, 2x Memoria RAM 16GB DDR4, 1x Silla de Escritorio Ergonómica"
238,140,13,10503,381736,Sin entregar,"2x Disco Duro Externo 2TB, 1x Memoria RAM 16GB DDR4"
239,12,9,10505,25434,Entregado,"3x Silla de Escritorio Ergonómica, 1x Impresora Láser Multifuncional, 1x Teclado Mecánico RGB, 3x Licencia Software Antivirus 1 Año"
240,25,3,10508,724411,Entregado,"1x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4, 1x Escáner de Documentos Portátil"
241,210,27,10510,191546,Sin entregar,"2x Auriculares con Micrófono USB, 2x Licencia Software Antivirus 1 Año, 1x Silla de Escritorio Ergonómica, 2x Teclado Mecánico RGB"
242,9,27,10513,520277,Sin entregar,"1x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica"
243,207,7,10514,289955,Entregado,"1x Laptop Corporate 14', 3x Memoria RAM 16GB DDR4"
244,52,5,10516,274934,Entregado,"2x Disco Duro Externo 2TB, 3x Monitor LED 24' Full HD, 2x Licencia Software Antivirus 1 Año"
245,84,9,10519,872581,Entregado,"2x Laptop Corporate 14', 1x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año, 1x Auriculares con Micrófono USB"
246,146,4,10520,371405,Entregado,1x Escáner de Documentos Portátil
247,223,33,10522,694018,Sin entregar,"3x Memoria RAM 16GB DDR4, 2x Impresora Láser Multifuncional, 3x Hub USB-C 8 en 1"
248,122,2,10525,691555,Entregado,"1x Impresora Láser Multifuncional, 3x Memoria RAM 16GB DDR4"
249,175,13,10528,60250,Entregado,2x Memoria RAM 16GB DDR4
250,61,2,10531,151167,Sin entregar,"2x Impresora Láser Multifuncional, 2x Disco Duro Externo 2TB, 2x Laptop Corporate 14', 2x Licencia Software Antivirus 1 Año"
251,176,4,10534,616929,Entregado,"3x Mouse Ergonómico Inalámbrico, 2x Impresora Láser Multifuncional"
252,69,14,10536,360383,Sin entregar,2x Teclado Mecánico RGB
253,234,14,10537,399036,Entregado,"1x Auriculares con Micrófono USB, 1x Disco Duro Externo 2TB, 2x Laptop Corporate 14', 3x Hub USB-C 8 en 1"
254,104,5,10540,873511,Entregado,1x Mouse Ergonómico Inalámbrico
255,215,2,10541,77762,Sin entregar,"1x Laptop Corporate 14', 2x Silla de Escritorio Ergonómica"
256,51,9,10544,233846,Entregado,"3x Silla de Escritorio Ergonómica, 1x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4"
257,62,12,10545,87009,Entregado,"3x Escáner de Documentos Portátil, 3x Silla de Escritorio Ergonómica, 2x Mouse Ergonómico Inalámbrico, 2x Licencia Software Antivirus 1 Año"
258,215,9,10546,557897,Entregado,1x Impresora Láser Multifuncional
259,13,6,10548,437640,Entregado,"1x Teclado Mecánico RGB, 3x Licencia Software Antivirus 1 Año"
260,69,14,10549,505553,Sin entregar,1x Licencia Software Antivirus 1 Año
261,234,5,10551,884093,Entregado,"1x Escáner de Documentos Portátil, 2x Laptop Corporate 14'"
262,207,10,10554,499767,Entregado,"2x Memoria RAM 16GB DDR4, 2x Hub USB-C 8 en 1, 1x Disco Duro Externo 2TB"
263,78,27,10556,137629,Entregado,"3x Escáner de Documentos Portátil, 2x Monitor LED 24' Full HD, 3x Laptop Corporate 14', 3x Auriculares con Micrófono USB"
264,156,10,10559,855605,Entregado,"1x Licencia Software Antivirus 1 Año, 2x Monitor LED 24' Full HD, 2x Silla de Escritorio Ergonómica"
265,84,9,10562,53984,Entregado,"1x Licencia Software Antivirus 1 Año, 1x Hub USB-C 8 en 1, 3x Impresora Láser Multifuncional"
266,231,2,10563,983717,Entregado,"3x Licencia Software Antivirus 1 Año, 2x Disco Duro Externo 2TB, 2x Mouse Ergonómico Inalámbrico, 2x Laptop Corporate 14'"
267,104,13,10565,945552,Entregado,3x Escáner de Documentos Portátil
268,209,7,10568,633206,Entregado,"3x Hub USB-C 8 en 1, 2x Teclado Mecánico RGB, 3x Auriculares con Micrófono USB"
269,130,10,10570,688763,Entregado,"1x Licencia Software Antivirus 1 Año, 2x Auriculares con Micrófono USB"
270,121,5,10571,67931,Entregado,"3x Hub USB-C 8 en 1, 2x Auriculares con Micrófono USB, 3x Mouse Ergonómico Inalámbrico"
271,57,12,10572,133422,Entregado,"2x Hub USB-C 8 en 1, 2x Impresora Láser Multifuncional"
272,67,10,10574,466351,Entregado,"2x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica, 3x Laptop Corporate 14', 1x Hub USB-C 8 en 1"
273,98,27,10577,649939,Entregado,"1x Memoria RAM 16GB DDR4, 1x Laptop Corporate 14', 2x Mouse Ergonómico Inalámbrico"
274,146,15,10579,921036,Entregado,"1x Disco Duro Externo 2TB, 2x Mouse Ergonómico Inalámbrico"
275,162,6,10581,508814,Entregado,"2x Licencia Software Antivirus 1 Año, 2x Laptop Corporate 14', 1x Hub USB-C 8 en 1"
276,148,6,10582,990287,Entregado,"3x Monitor LED 24' Full HD, 2x Mouse Ergonómico Inalámbrico, 2x Escáner de Documentos Portátil, 2x Memoria RAM 16GB DDR4"
277,99,1,10584,213571,Entregado,1x Auriculares con Micrófono USB
278,96,1,10587,159032,Entregado,"3x Auriculares con Micrófono USB, 1x Teclado Mecánico RGB, 3x Laptop Corporate 14'"
279,64,8,10590,933455,Entregado,"2x Impresora Láser Multifuncional, 3x Mouse Ergonómico Inalámbrico, 3x Monitor LED 24' Full HD"
280,43,3,10592,474467,Sin entregar,2x Impresora Láser Multifuncional
281,187,27,10594,743996,Entregado,"2x Memoria RAM 16GB DDR4, 2x Licencia Software Antivirus 1 Año, 2x Mouse Ergonómico Inalámbrico"
282,43,13,10595,660940,Entregado,1x Teclado Mecánico RGB
283,34,7,10598,561522,Entregado,3x Escáner de Documentos Portátil
284,32,12,10599,659931,Sin entregar,3x Memoria RAM 16GB DDR4
285,198,33,10601,453911,Entregado,1x Escáner de Documentos Portátil
286,28,1,10604,33966,Entregado,1x Hub USB-C 8 en 1
287,114,13,10606,745383,Entregado,2x Auriculares con Micrófono USB
288,180,5,10608,518289,Entregado,"3x Hub USB-C 8 en 1, 1x Licencia Software Antivirus 1 Año"
289,108,4,10610,941705,Sin entregar,"2x Escáner de Documentos Portátil, 1x Hub USB-C 8 en 1, 3x Mouse Ergonómico Inalámbrico"
290,159,4,10613,215420,Entregado,"1x Monitor LED 24' Full HD, 3x Hub USB-C 8 en 1, 1x Silla de Escritorio Ergonómica"
291,213,27,10615,546899,Entregado,"2x Disco Duro Externo 2TB, 1x Memoria RAM 16GB DDR4"
292,141,18,10616,861304,Entregado,"2x Hub USB-C 8 en 1, 1x Silla de Escritorio Ergonómica"
293,4,3,10617,788690,Entregado,3x Escáner de Documentos Portátil
294,39,3,10619,183713,Entregado,3x Hub USB-C 8 en 1
295,232,9,10620,828953,Sin entregar,"2x Silla de Escritorio Ergonómica, 2x Impresora Láser Multifuncional"
296,26,6,10621,808927,Entregado,2x Impresora Láser Multifuncional
297,81,14,10624,219722,Entregado,1x Monitor LED 24' Full HD
298,219,5,10625,521493,Entregado,"2x Disco Duro Externo 2TB, 3x Hub USB-C 8 en 1"
299,225,3,10627,959224,Entregado,"2x Disco Duro Externo 2TB, 2x Mouse Ergonómico Inalámbrico, 2x Monitor LED 24' Full HD"
300,214,13,10629,119893,Entregado,"1x Memoria RAM 16GB DDR4, 3x Licencia Software Antivirus 1 Año, 3x Mouse Ergonómico Inalámbrico, 1x Monitor LED 24' Full HD"
301,27,14,10630,448436,Entregado,"3x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año, 2x Silla de Escritorio Ergonómica, 3x Mouse Ergonómico Inalámbrico"
302,221,5,10631,179924,Sin entregar,"1x Silla de Escritorio Ergonómica, 1x Monitor LED 24' Full HD, 2x Memoria RAM 16GB DDR4, 3x Hub USB-C 8 en 1"
303,4,27,10633,723009,Entregado,"3x Licencia Software Antivirus 1 Año, 3x Disco Duro Externo 2TB"
304,180,4,10636,33755,Entregado,"3x Licencia Software Antivirus 1 Año, 3x Teclado Mecánico RGB, 3x Silla de Escritorio Ergonómica, 2x Disco Duro Externo 2TB"
305,215,33,10637,725658,Entregado,3x Laptop Corporate 14'
306,130,18,10638,485944,Entregado,"1x Mouse Ergonómico Inalámbrico, 2x Monitor LED 24' Full HD, 2x Silla de Escritorio Ergonómica, 1x Disco Duro Externo 2TB"
307,58,33,10641,329010,Sin entregar,"2x Memoria RAM 16GB DDR4, 3x Teclado Mecánico RGB, 2x Monitor LED 24' Full HD, 1x Silla de Escritorio Ergonómica"
308,115,11,10643,323407,Entregado,3x Silla de Escritorio Ergonómica
309,5,4,10646,680992,Entregado,"1x Memoria RAM 16GB DDR4, 1x Laptop Corporate 14', 3x Auriculares con Micrófono USB, 3x Escáner de Documentos Portátil"
310,78,27,10649,818996,Entregado,"2x Licencia Software Antivirus 1 Año, 2x Hub USB-C 8 en 1"
311,212,2,10651,917186,Sin entregar,"3x Silla de Escritorio Ergonómica, 3x Disco Duro Externo 2TB"
312,122,12,10654,830738,Entregado,"2x Monitor LED 24' Full HD, 2x Hub USB-C 8 en 1, 3x Teclado Mecánico RGB, 2x Laptop Corporate 14'"
313,134,12,10657,295294,Sin entregar,1x Laptop Corporate 14'
314,36,14,10659,157147,Entregado,3x Impresora Láser Multifuncional
315,49,4,10660,287854,Sin entregar,"1x Teclado Mecánico RGB, 2x Silla de Escritorio Ergonómica, 1x Hub USB-C 8 en 1, 3x Disco Duro Externo 2TB"
316,151,4,10663,976356,Entregado,"1x Silla de Escritorio Ergonómica, 2x Licencia Software Antivirus 1 Año, 1x Escáner de Documentos Portátil, 3x Auriculares con Micrófono USB"
317,13,33,10666,90840,Entregado,"3x Escáner de Documentos Portátil, 3x Silla de Escritorio Ergonómica, 1x Auriculares con Micrófono USB, 3x Mouse Ergonómico Inalámbrico"
318,27,13,10667,740779,Entregado,"3x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4, 1x Licencia Software Antivirus 1 Año"
319,102,11,10669,141206,Entregado,"2x Silla de Escritorio Ergonómica, 3x Mouse Ergonómico Inalámbrico, 3x Licencia Software Antivirus 1 Año"
320,132,10,10672,899998,Entregado,"1x Hub USB-C 8 en 1, 1x Auriculares con Micrófono USB, 3x Teclado Mecánico RGB"
321,75,12,10675,999825,Entregado,"1x Hub USB-C 8 en 1, 3x Licencia Software Antivirus 1 Año"
322,178,11,10678,847892,Entregado,3x Disco Duro Externo 2TB
323,150,14,10680,397065,Sin entregar,"1x Memoria RAM 16GB DDR4, 1x Laptop Corporate 14', 2x Auriculares con Micrófono USB"
324,14,2,10681,871747,Sin entregar,"2x Impresora Láser Multifuncional, 3x Mouse Ergonómico Inalámbrico"
325,38,2,10683,14693,Entregado,"2x Teclado Mecánico RGB, 2x Auriculares con Micrófono USB, 1x Laptop Corporate 14'"
326,223,33,10686,528149,Entregado,"3x Hub USB-C 8 en 1, 2x Licencia Software Antivirus 1 Año"
327,131,10,10687,783889,Entregado,2x Memoria RAM 16GB DDR4
328,245,11,10689,354742,Entregado,3x Laptop Corporate 14'
329,52,15,10691,937666,Sin entregar,"2x Licencia Software Antivirus 1 Año, 3x Hub USB-C 8 en 1"
330,190,7,10694,774762,Sin entregar,"1x Impresora Láser Multifuncional, 3x Silla de Escritorio Ergonómica"
331,48,6,10695,824765,Entregado,1x Memoria RAM 16GB DDR4
332,72,33,10697,266162,Sin entregar,"2x Mouse Ergonómico Inalámbrico, 1x Hub USB-C 8 en 1, 2x Escáner de Documentos Portátil"
333,182,5,10699,537060,Entregado,2x Mouse Ergonómico Inalámbrico
334,14,10,10702,474015,Sin entregar,"3x Escáner de Documentos Portátil, 2x Auriculares con Micrófono USB, 3x Disco Duro Externo 2TB, 1x Monitor LED 24' Full HD"
335,134,3,10703,84342,Sin entregar,"3x Memoria RAM 16GB DDR4, 2x Auriculares con Micrófono USB"
336,90,8,10704,357607,Entregado,"2x Licencia Software Antivirus 1 Año, 2x Disco Duro Externo 2TB"
337,56,27,10706,42656,Entregado,"3x Auriculares con Micrófono USB, 2x Licencia Software Antivirus 1 Año, 2x Laptop Corporate 14', 1x Monitor LED 24' Full HD"
338,158,8,10709,142054,Sin entregar,2x Licencia Software Antivirus 1 Año
339,235,4,10711,457977,Entregado,"3x Impresora Láser Multifuncional, 2x Auriculares con Micrófono USB, 3x Hub USB-C 8 en 1, 3x Laptop Corporate 14'"
340,125,2,10713,271736,Entregado,"3x Licencia Software Antivirus 1 Año, 1x Teclado Mecánico RGB, 1x Disco Duro Externo 2TB"
341,249,33,10714,904759,Entregado,1x Licencia Software Antivirus 1 Año
342,172,7,10715,647553,Entregado,"3x Monitor LED 24' Full HD, 1x Teclado Mecánico RGB, 3x Auriculares con Micrófono USB, 3x Memoria RAM 16GB DDR4"
343,7,15,10716,675634,Entregado,"1x Laptop Corporate 14', 1x Monitor LED 24' Full HD, 2x Licencia Software Antivirus 1 Año"
344,19,8,10719,696465,Entregado,"3x Memoria RAM 16GB DDR4, 2x Hub USB-C 8 en 1, 2x Silla de Escritorio Ergonómica"
345,5,13,10721,377981,Entregado,1x Auriculares con Micrófono USB
346,185,3,10724,868935,Entregado,1x Hub USB-C 8 en 1
347,238,27,10726,897704,Entregado,3x Impresora Láser Multifuncional
348,156,3,10728,62971,Entregado,"3x Silla de Escritorio Ergonómica, 1x Memoria RAM 16GB DDR4, 2x Licencia Software Antivirus 1 Año"
349,137,8,10729,752237,Sin entregar,"3x Hub USB-C 8 en 1, 2x Memoria RAM 16GB DDR4"
350,37,10,10732,325145,Entregado,"1x Laptop Corporate 14', 1x Auriculares con Micrófono USB, 1x Licencia Software Antivirus 1 Año"
351,147,13,10733,986931,Entregado,1x Impresora Láser Multifuncional
352,190,12,10736,176507,Sin entregar,"3x Memoria RAM 16GB DDR4, 1x Licencia Software Antivirus 1 Año"
353,48,8,10737,864470,Sin entregar,"3x Teclado Mecánico RGB, 3x Monitor LED 24' Full HD, 1x Mouse Ergonómico Inalámbrico"
354,119,33,10740,782698,Entregado,3x Impresora Láser Multifuncional
355,65,4,10741,128161,Sin entregar,"2x Hub USB-C 8 en 1, 2x Escáner de Documentos Portátil"
356,33,8,10743,199256,Sin entregar,3x Impresora Láser Multifuncional
357,231,7,10744,780483,Sin entregar,"3x Silla de Escritorio Ergonómica, 3x Hub USB-C 8 en 1, 2x Disco Duro Externo 2TB"
358,150,5,10747,962066,Entregado,"1x Disco Duro Externo 2TB, 2x Memoria RAM 16GB DDR4, 1x Mouse Ergonómico Inalámbrico"
359,183,14,10748,740852,Sin entregar,"2x Disco Duro Externo 2TB, 2x Mouse Ergonómico Inalámbrico, 2x Hub USB-C 8 en 1"
360,199,10,10750,511373,Entregado,"2x Auriculares con Micrófono USB, 1x Monitor LED 24' Full HD, 3x Mouse Ergonómico Inalámbrico, 1x Licencia Software Antivirus 1 Año"
361,188,3,10752,619501,Entregado,3x Laptop Corporate 14'
362,8,13,10755,142727,Sin entregar,"2x Laptop Corporate 14', 3x Auriculares con Micrófono USB"
363,121,5,10758,441258,Entregado,"3x Memoria RAM 16GB DDR4, 2x Teclado Mecánico RGB, 1x Escáner de Documentos Portátil"
364,129,27,10760,204566,Entregado,2x Memoria RAM 16GB DDR4
365,3,8,10763,222776,Entregado,"2x Auriculares con Micrófono USB, 1x Mouse Ergonómico Inalámbrico"
366,145,5,10764,934789,Entregado,"1x Disco Duro Externo 2TB, 1x Laptop Corporate 14', 2x Teclado Mecánico RGB, 2x Silla de Escritorio Ergonómica"
367,11,7,10765,121858,Entregado,"1x Memoria RAM 16GB DDR4, 1x Silla de Escritorio Ergonómica, 3x Licencia Software Antivirus 1 Año"
368,27,27,10767,987121,Entregado,"3x Hub USB-C 8 en 1, 3x Impresora Láser Multifuncional, 1x Escáner de Documentos Portátil"
369,168,13,10769,700267,Entregado,"3x Escáner de Documentos Portátil, 2x Licencia Software Antivirus 1 Año, 2x Monitor LED 24' Full HD"
370,133,13,10770,716323,Entregado,"3x Disco Duro Externo 2TB, 1x Silla de Escritorio Ergonómica, 3x Licencia Software Antivirus 1 Año"
371,113,6,10771,943846,Entregado,"3x Monitor LED 24' Full HD, 2x Auriculares con Micrófono USB"
372,39,6,10772,377192,Entregado,"3x Disco Duro Externo 2TB, 1x Escáner de Documentos Portátil"
373,59,14,10775,707708,Entregado,"3x Hub USB-C 8 en 1, 2x Monitor LED 24' Full HD, 2x Silla de Escritorio Ergonómica"
374,152,6,10776,732500,Entregado,"3x Laptop Corporate 14', 3x Teclado Mecánico RGB, 1x Hub USB-C 8 en 1, 1x Mouse Ergonómico Inalámbrico"
375,132,2,10779,270142,Entregado,"2x Laptop Corporate 14', 1x Mouse Ergonómico Inalámbrico"
376,246,13,10782,80633,Entregado,3x Hub USB-C 8 en 1
377,211,10,10785,725145,Entregado,2x Teclado Mecánico RGB
378,121,18,10788,861370,Entregado,"3x Teclado Mecánico RGB, 1x Memoria RAM 16GB DDR4"
379,211,6,10791,524195,Entregado,"2x Mouse Ergonómico Inalámbrico, 3x Licencia Software Antivirus 1 Año, 3x Disco Duro Externo 2TB"
380,59,13,10792,404328,Sin entregar,"3x Mouse Ergonómico Inalámbrico, 3x Monitor LED 24' Full HD, 3x Laptop Corporate 14', 2x Teclado Mecánico RGB"
381,156,4,10793,125280,Entregado,"3x Silla de Escritorio Ergonómica, 1x Escáner de Documentos Portátil"
382,129,4,10796,19502,Entregado,3x Silla de Escritorio Ergonómica
383,231,33,10797,867605,Entregado,3x Licencia Software Antivirus 1 Año
384,134,14,10799,192011,Entregado,"1x Laptop Corporate 14', 2x Auriculares con Micrófono USB, 2x Memoria RAM 16GB DDR4"
385,151,4,10801,840225,Entregado,"1x Mouse Ergonómico Inalámbrico, 2x Impresora Láser Multifuncional, 3x Silla de Escritorio Ergonómica, 3x Teclado Mecánico RGB"
386,66,7,10803,551367,Entregado,3x Hub USB-C 8 en 1
387,148,27,10804,304217,Entregado,1x Auriculares con Micrófono USB
388,168,7,10806,823922,Entregado,"1x Memoria RAM 16GB DDR4, 2x Disco Duro Externo 2TB, 3x Monitor LED 24' Full HD"
389,65,9,10809,750155,Sin entregar,"3x Escáner de Documentos Portátil, 2x Disco Duro Externo 2TB, 1x Hub USB-C 8 en 1, 2x Impresora Láser Multifuncional"
390,201,33,10812,837756,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Disco Duro Externo 2TB, 2x Auriculares con Micrófono USB, 3x Escáner de Documentos Portátil"
391,199,13,10814,320131,Entregado,"3x Licencia Software Antivirus 1 Año, 1x Monitor LED 24' Full HD"
392,201,6,10816,124811,Entregado,3x Teclado Mecánico RGB
393,202,11,10818,938183,Entregado,2x Mouse Ergonómico Inalámbrico
394,2,3,10821,439668,Entregado,"2x Silla de Escritorio Ergonómica, 1x Escáner de Documentos Portátil"
395,68,8,10822,17028,Sin entregar,"3x Monitor LED 24' Full HD, 2x Escáner de Documentos Portátil, 2x Laptop Corporate 14'"
396,168,27,10825,929537,Entregado,"1x Hub USB-C 8 en 1, 3x Escáner de Documentos Portátil, 2x Laptop Corporate 14'"
397,3,7,10827,186528,Entregado,"3x Teclado Mecánico RGB, 3x Laptop Corporate 14', 3x Escáner de Documentos Portátil"
398,158,6,10828,457815,Entregado,1x Disco Duro Externo 2TB
399,1,6,10831,212217,Entregado,2x Impresora Láser Multifuncional
400,172,13,10833,293584,Entregado,"3x Escáner de Documentos Portátil, 3x Teclado Mecánico RGB, 1x Auriculares con Micrófono USB, 1x Laptop Corporate 14'"
401,73,33,10836,94496,Sin entregar,"3x Disco Duro Externo 2TB, 1x Impresora Láser Multifuncional, 2x Teclado Mecánico RGB"
402,148,1,10838,822414,Sin entregar,"1x Mouse Ergonómico Inalámbrico, 3x Memoria RAM 16GB DDR4, 1x Auriculares con Micrófono USB"
403,76,11,10841,821948,Entregado,2x Auriculares con Micrófono USB
404,209,9,10844,86879,Entregado,"2x Memoria RAM 16GB DDR4, 2x Escáner de Documentos Portátil, 3x Silla de Escritorio Ergonómica, 2x Teclado Mecánico RGB"
405,221,1,10847,457368,Sin entregar,"3x Monitor LED 24' Full HD, 1x Impresora Láser Multifuncional, 3x Hub USB-C 8 en 1, 3x Memoria RAM 16GB DDR4"
406,205,11,10848,41413,Entregado,"3x Disco Duro Externo 2TB, 2x Auriculares con Micrófono USB, 1x Licencia Software Antivirus 1 Año, 2x Laptop Corporate 14'"
407,103,11,10849,228025,Entregado,1x Auriculares con Micrófono USB
408,81,12,10851,650641,Sin entregar,"1x Escáner de Documentos Portátil, 3x Impresora Láser Multifuncional"
409,239,7,10854,557930,Entregado,"2x Hub USB-C 8 en 1, 1x Teclado Mecánico RGB, 1x Licencia Software Antivirus 1 Año, 1x Escáner de Documentos Portátil"
410,215,12,10855,955655,Entregado,"1x Monitor LED 24' Full HD, 3x Hub USB-C 8 en 1"
411,127,1,10858,985820,Sin entregar,2x Silla de Escritorio Ergonómica
412,81,18,10861,718857,Entregado,"2x Silla de Escritorio Ergonómica, 2x Mouse Ergonómico Inalámbrico, 1x Auriculares con Micrófono USB"
413,33,2,10864,921787,Entregado,"2x Silla de Escritorio Ergonómica, 2x Auriculares con Micrófono USB, 3x Laptop Corporate 14', 1x Licencia Software Antivirus 1 Año"
414,250,4,10866,160176,Entregado,"2x Disco Duro Externo 2TB, 3x Laptop Corporate 14', 1x Licencia Software Antivirus 1 Año, 2x Teclado Mecánico RGB"
415,157,9,10868,645580,Entregado,"1x Auriculares con Micrófono USB, 2x Impresora Láser Multifuncional"
416,246,11,10870,617756,Entregado,"1x Mouse Ergonómico Inalámbrico, 2x Silla de Escritorio Ergonómica, 3x Memoria RAM 16GB DDR4"
417,94,13,10872,587345,Entregado,"1x Silla de Escritorio Ergonómica, 3x Mouse Ergonómico Inalámbrico, 3x Escáner de Documentos Portátil"
418,209,4,10873,682528,Entregado,"2x Teclado Mecánico RGB, 1x Auriculares con Micrófono USB, 1x Memoria RAM 16GB DDR4"
419,39,18,10876,645078,Entregado,2x Mouse Ergonómico Inalámbrico
420,35,27,10878,219394,Sin entregar,"3x Silla de Escritorio Ergonómica, 3x Impresora Láser Multifuncional, 1x Licencia Software Antivirus 1 Año"
421,26,6,10880,195067,Entregado,2x Teclado Mecánico RGB
422,215,4,10882,20735,Entregado,"2x Hub USB-C 8 en 1, 3x Disco Duro Externo 2TB, 3x Impresora Láser Multifuncional, 2x Licencia Software Antivirus 1 Año"
423,6,14,10884,597511,Entregado,3x Disco Duro Externo 2TB
424,51,33,10887,95584,Entregado,"2x Impresora Láser Multifuncional, 3x Disco Duro Externo 2TB"
425,125,15,10890,186936,Entregado,3x Memoria RAM 16GB DDR4
426,119,5,10892,822144,Entregado,"2x Licencia Software Antivirus 1 Año, 3x Disco Duro Externo 2TB"
427,147,13,10895,139308,Entregado,1x Monitor LED 24' Full HD
428,59,11,10897,137624,Sin entregar,"3x Licencia Software Antivirus 1 Año, 3x Impresora Láser Multifuncional, 2x Hub USB-C 8 en 1"
429,228,15,10899,364666,Entregado,"2x Hub USB-C 8 en 1, 2x Escáner de Documentos Portátil, 1x Auriculares con Micrófono USB"
430,219,1,10900,611109,Entregado,"3x Hub USB-C 8 en 1, 2x Teclado Mecánico RGB"
431,180,3,10903,255253,Entregado,"1x Mouse Ergonómico Inalámbrico, 1x Memoria RAM 16GB DDR4"
432,240,18,10904,527793,Entregado,2x Laptop Corporate 14'
433,196,3,10907,589163,Entregado,3x Impresora Láser Multifuncional
434,22,13,10908,344805,Sin entregar,"2x Teclado Mecánico RGB, 3x Hub USB-C 8 en 1, 1x Impresora Láser Multifuncional"
435,135,6,10909,514103,Entregado,3x Laptop Corporate 14'
436,221,11,10911,365809,Entregado,"2x Silla de Escritorio Ergonómica, 1x Auriculares con Micrófono USB, 3x Impresora Láser Multifuncional, 3x Licencia Software Antivirus 1 Año"
437,152,15,10912,98814,Entregado,"2x Auriculares con Micrófono USB, 2x Licencia Software Antivirus 1 Año, 3x Hub USB-C 8 en 1, 1x Impresora Láser Multifuncional"
438,114,10,10913,681618,Entregado,"2x Memoria RAM 16GB DDR4, 1x Impresora Láser Multifuncional, 1x Mouse Ergonómico Inalámbrico"
439,209,5,10916,578184,Entregado,"1x Impresora Láser Multifuncional, 3x Silla de Escritorio Ergonómica, 2x Auriculares con Micrófono USB"
440,77,1,10918,366778,Entregado,"3x Impresora Láser Multifuncional, 2x Escáner de Documentos Portátil, 1x Teclado Mecánico RGB, 2x Laptop Corporate 14'"
441,112,13,10921,488352,Entregado,"2x Mouse Ergonómico Inalámbrico, 2x Licencia Software Antivirus 1 Año"
442,68,3,10922,39398,Entregado,"2x Licencia Software Antivirus 1 Año, 3x Teclado Mecánico RGB, 3x Auriculares con Micrófono USB, 3x Impresora Láser Multifuncional"
443,106,7,10924,994428,Entregado,1x Mouse Ergonómico Inalámbrico
444,29,15,10926,697759,Entregado,"2x Impresora Láser Multifuncional, 1x Escáner de Documentos Portátil, 1x Silla de Escritorio Ergonómica, 1x Teclado Mecánico RGB"
445,6,6,10929,45064,Entregado,2x Impresora Láser Multifuncional
446,184,15,10930,176452,Sin entregar,1x Teclado Mecánico RGB
447,4,18,10931,482282,Entregado,"2x Disco Duro Externo 2TB, 2x Memoria RAM 16GB DDR4"
448,119,2,10933,990206,Entregado,"2x Monitor LED 24' Full HD, 2x Mouse Ergonómico Inalámbrico, 1x Laptop Corporate 14'"
449,121,6,10936,559567,Sin entregar,"1x Impresora Láser Multifuncional, 1x Memoria RAM 16GB DDR4"
